age,qx,lx,dx,Lx,Tx,ex,sex,year
91.0,0.10965,35166.0,3856.0,33238.0,201918.0,5.74,F,1990
92.0,0.12081,31310.0,3783.0,29419.0,168679.0,5.39,F,1990
93.0,0.13293,27527.0,3659.0,25698.0,139261.0,5.06,F,1990
94.0,0.14611,23868.0,3487.0,22124.0,113563.0,4.76,F,1990
95.0,0.1593,20381.0,3247.0,18758.0,91438.0,4.49,F,1990
96.0,0.17227,17134.0,2952.0,15658.0,72681.0,4.24,F,1990
97.0,0.18478,14183.0,2621.0,12872.0,57023.0,4.02,F,1990
98.0,0.19656,11562.0,2273.0,10426.0,44150.0,3.82,F,1990
99.0,0.20734,9289.0,1926.0,8326.0,33725.0,3.63,F,1990
100.0,0.21871,7363.0,1610.0,6558.0,25398.0,3.45,F,1990
101.0,0.23072,5753.0,1327.0,5089.0,18840.0,3.27,F,1990
102.0,0.24339,4426.0,1077.0,3887.0,13751.0,3.11,F,1990
103.0,0.25676,3348.0,860.0,2919.0,9864.0,2.95,F,1990
104.0,0.27087,2489.0,674.0,2152.0,6946.0,2.79,F,1990
105.0,0.28577,1815.0,519.0,1555.0,4794.0,2.64,F,1990
106.0,0.30148,1296.0,391.0,1101.0,3239.0,2.5,F,1990
107.0,0.31807,905.0,288.0,761.0,2138.0,2.36,F,1990
108.0,0.33557,617.0,207.0,514.0,1377.0,2.23,F,1990
109.0,0.35406,410.0,145.0,338.0,863.0,2.1,F,1990
110.0,0.37355,265.0,99.0,215.0,525.0,1.98,F,1990
111.0,0.39414,166.0,65.0,133.0,310.0,1.87,F,1990
112.0,0.41587,101.0,42.0,80.0,177.0,1.76,F,1990
113.0,0.43881,59.0,26.0,46.0,97.0,1.65,F,1990
114.0,0.46301,33.0,15.0,25.0,51.0,1.55,F,1990
115.0,0.48858,18.0,9.0,13.0,26.0,1.46,F,1990
116.0,0.51555,9.0,5.0,7.0,12.0,1.37,F,1990
117.0,0.53965,4.0,2.0,3.0,6.0,1.29,F,1990
118.0,0.56411,2.0,1.0,1.0,2.0,1.22,F,1990
119.0,0.58969,1.0,1.0,1.0,1.0,1.15,F,1990
1.0,0.00055,99241.0,54.0,99214.0,7902012.0,79.62,M,2000
2.0,0.00034,99187.0,34.0,99170.0,7802798.0,78.67,M,2000
3.0,0.00027,99153.0,27.0,99140.0,7703628.0,77.69,M,2000
4.0,0.00021,99126.0,20.0,99116.0,7604488.0,76.72,M,2000
5.0,0.00018,99106.0,18.0,99097.0,7505372.0,75.73,M,2000
6.0,0.00016,99089.0,16.0,99081.0,7406274.0,74.74,M,2000
7.0,0.00015,99073.0,15.0,99065.0,7307194.0,73.76,M,2000
8.0,0.00013,99058.0,13.0,99052.0,7208128.0,72.77,M,2000
9.0,0.00011,99045.0,10.0,99040.0,7109077.0,71.78,M,2000
10.0,9e-05,99035.0,9.0,99030.0,7010037.0,70.78,M,2000
11.0,9e-05,99026.0,9.0,99021.0,6911006.0,69.79,M,2000
12.0,0.00014,99017.0,14.0,99010.0,6811985.0,68.8,M,2000
13.0,0.00024,99003.0,24.0,98991.0,6712975.0,67.81,M,2000
14.0,0.00038,98978.0,38.0,98959.0,6613985.0,66.82,M,2000
15.0,0.00053,98940.0,53.0,98914.0,6515025.0,65.85,M,2000
16.0,0.00067,98888.0,66.0,98855.0,6416111.0,64.88,M,2000
17.0,0.00079,98821.0,78.0,98782.0,6317257.0,63.93,M,2000
18.0,0.00089,98743.0,88.0,98699.0,6218475.0,62.98,M,2000
19.0,0.00096,98655.0,95.0,98607.0,6119776.0,62.03,M,2000
20.0,0.00104,98560.0,102.0,98509.0,6021168.0,61.09,M,2000
21.0,0.0011,98458.0,109.0,98403.0,5922659.0,60.15,M,2000
22.0,0.00113,98349.0,111.0,98293.0,5824256.0,59.22,M,2000
23.0,0.00111,98238.0,109.0,98183.0,5725962.0,58.29,M,2000
24.0,0.00106,98128.0,104.0,98076.0,5627779.0,57.35,M,2000
25.0,0.00099,98025.0,97.0,97976.0,5529703.0,56.41,M,2000
26.0,0.00094,97927.0,92.0,97881.0,5431727.0,55.47,M,2000
27.0,0.00091,97835.0,89.0,97791.0,5333846.0,54.52,M,2000
28.0,0.00091,97747.0,89.0,97702.0,5236055.0,53.57,M,2000
29.0,0.00093,97658.0,91.0,97613.0,5138352.0,52.62,M,2000
30.0,0.00097,97567.0,94.0,97520.0,5040740.0,51.66,M,2000
31.0,0.001,97473.0,98.0,97424.0,4943220.0,50.71,M,2000
32.0,0.00105,97375.0,102.0,97324.0,4845795.0,49.76,M,2000
33.0,0.00112,97273.0,109.0,97219.0,4748471.0,48.82,M,2000
34.0,0.00119,97164.0,116.0,97106.0,4651252.0,47.87,M,2000
35.0,0.00128,97048.0,124.0,96986.0,4554145.0,46.93,M,2000
36.0,0.00138,96924.0,134.0,96857.0,4457159.0,45.99,M,2000
37.0,0.00149,96790.0,144.0,96719.0,4360301.0,45.05,M,2000
38.0,0.0016,96647.0,155.0,96569.0,4263583.0,44.12,M,2000
39.0,0.00173,96492.0,167.0,96409.0,4167013.0,43.19,M,2000
40.0,0.00186,96325.0,179.0,96236.0,4070605.0,42.26,M,2000
41.0,0.002,96146.0,192.0,96050.0,3974369.0,41.34,M,2000
42.0,0.00214,95954.0,205.0,95852.0,3878319.0,40.42,M,2000
43.0,0.00229,95749.0,219.0,95640.0,3782467.0,39.5,M,2000
44.0,0.00244,95530.0,233.0,95414.0,3686827.0,38.59,M,2000
45.0,0.00261,95297.0,248.0,95173.0,3591413.0,37.69,M,2000
46.0,0.00278,95049.0,264.0,94917.0,3496240.0,36.78,M,2000
47.0,0.00293,94785.0,277.0,94646.0,3401323.0,35.88,M,2000
48.0,0.00304,94508.0,288.0,94364.0,3306677.0,34.99,M,2000
49.0,0.00314,94220.0,296.0,94072.0,3212313.0,34.09,M,2000
50.0,0.00326,93924.0,306.0,93771.0,3118241.0,33.2,M,2000
51.0,0.00341,93618.0,319.0,93459.0,3024470.0,32.31,M,2000
52.0,0.00361,93299.0,337.0,93131.0,2931012.0,31.42,M,2000
53.0,0.00386,92962.0,359.0,92783.0,2837881.0,30.53,M,2000
54.0,0.00418,92603.0,387.0,92410.0,2745098.0,29.64,M,2000
55.0,0.00454,92216.0,419.0,92007.0,2652688.0,28.77,M,2000
56.0,0.00495,91797.0,454.0,91570.0,2560681.0,27.89,M,2000
57.0,0.00538,91343.0,492.0,91097.0,2469111.0,27.03,M,2000
58.0,0.00584,90851.0,530.0,90586.0,2378014.0,26.17,M,2000
59.0,0.00633,90321.0,572.0,90035.0,2287428.0,25.33,M,2000
60.0,0.00687,89750.0,616.0,89441.0,2197392.0,24.48,M,2000
61.0,0.00749,89133.0,668.0,88799.0,2107951.0,23.65,M,2000
62.0,0.00824,88465.0,729.0,88101.0,2019152.0,22.82,M,2000
63.0,0.00912,87736.0,800.0,87336.0,1931051.0,22.01,M,2000
64.0,0.01014,86936.0,881.0,86495.0,1843715.0,21.21,M,2000
65.0,0.01126,86055.0,969.0,85570.0,1757220.0,20.42,M,2000
66.0,0.01246,85085.0,1061.0,84555.0,1671650.0,19.65,M,2000
67.0,0.0137,84025.0,1151.0,83449.0,1587095.0,18.89,M,2000
68.0,0.01494,82874.0,1238.0,82255.0,1503646.0,18.14,M,2000
69.0,0.01622,81636.0,1324.0,80974.0,1421391.0,17.41,M,2000
70.0,0.01768,80312.0,1420.0,79602.0,1340417.0,16.69,M,2000
71.0,0.01929,78892.0,1521.0,78132.0,1260815.0,15.98,M,2000
72.0,0.02092,77371.0,1618.0,76562.0,1182683.0,15.29,M,2000
73.0,0.02255,75752.0,1708.0,74898.0,1106122.0,14.6,M,2000
74.0,0.02426,74044.0,1797.0,73146.0,1031223.0,13.93,M,2000
75.0,0.02636,72248.0,1905.0,71295.0,958077.0,13.26,M,2000
76.0,0.02883,70343.0,2028.0,69329.0,886782.0,12.61,M,2000
77.0,0.0314,68315.0,2145.0,67243.0,817452.0,11.97,M,2000
78.0,0.03402,66170.0,2251.0,65045.0,750210.0,11.34,M,2000
79.0,0.03691,63919.0,2359.0,62740.0,685165.0,10.72,M,2000
80.0,0.04011,61560.0,2469.0,60326.0,622425.0,10.11,M,2000
81.0,0.04409,59091.0,2605.0,57788.0,562099.0,9.51,M,2000
82.0,0.04939,56485.0,2790.0,55091.0,504311.0,8.93,M,2000
83.0,0.05629,53696.0,3022.0,52185.0,449220.0,8.37,M,2000
84.0,0.0645,50673.0,3269.0,49039.0,397036.0,7.84,M,2000
85.0,0.07355,47405.0,3487.0,45661.0,347997.0,7.34,M,2000
86.0,0.08304,43918.0,3647.0,42095.0,302335.0,6.88,M,2000
87.0,0.09271,40271.0,3734.0,38404.0,260241.0,6.46,M,2000
88.0,0.10253,36538.0,3746.0,34665.0,221836.0,6.07,M,2000
89.0,0.11258,32792.0,3692.0,30946.0,187172.0,5.71,M,2000
90.0,0.12304,29100.0,3580.0,27309.0,156226.0,5.37,M,2000
91.0,0.13408,25519.0,3421.0,23809.0,128917.0,5.05,M,2000
92.0,0.14586,22098.0,3223.0,20486.0,105108.0,4.76,M,2000
93.0,0.15856,18875.0,2993.0,17378.0,84622.0,4.48,M,2000
94.0,0.1723,15882.0,2736.0,14514.0,67244.0,4.23,M,2000
95.0,0.18581,13145.0,2443.0,11924.0,52730.0,4.01,M,2000
96.0,0.19885,10703.0,2128.0,9639.0,40806.0,3.81,M,2000
97.0,0.21115,8575.0,1811.0,7669.0,31168.0,3.63,M,2000
98.0,0.22245,6764.0,1505.0,6012.0,23498.0,3.47,M,2000
99.0,0.2325,5259.0,1223.0,4648.0,17487.0,3.32,M,2000
100.0,0.243,4037.0,981.0,3546.0,12839.0,3.18,M,2000
101.0,0.25399,3056.0,776.0,2668.0,9292.0,3.04,M,2000
102.0,0.26548,2280.0,605.0,1977.0,6625.0,2.91,M,2000
103.0,0.2775,1674.0,465.0,1442.0,4648.0,2.78,M,2000
104.0,0.29006,1210.0,351.0,1034.0,3206.0,2.65,M,2000
105.0,0.30319,859.0,260.0,729.0,2172.0,2.53,M,2000
106.0,0.31693,598.0,190.0,504.0,1443.0,2.41,M,2000
107.0,0.3313,409.0,135.0,341.0,939.0,2.3,M,2000
108.0,0.34631,273.0,95.0,226.0,598.0,2.19,M,2000
109.0,0.36202,179.0,65.0,146.0,372.0,2.08,M,2000
110.0,0.37845,114.0,43.0,92.0,226.0,1.98,M,2000
111.0,0.39563,71.0,28.0,57.0,133.0,1.88,M,2000
112.0,0.41361,43.0,18.0,34.0,77.0,1.79,M,2000
113.0,0.43238,25.0,11.0,20.0,43.0,1.7,M,2000
114.0,0.45204,14.0,6.0,11.0,23.0,1.61,M,2000
115.0,0.4726,8.0,4.0,6.0,12.0,1.53,M,2000
116.0,0.49409,4.0,2.0,3.0,6.0,1.44,M,2000
117.0,0.51656,2.0,1.0,2.0,3.0,1.37,M,2000
118.0,0.54008,1.0,1.0,1.0,1.0,1.29,M,2000
119.0,0.56469,0.0,0.0,0.0,1.0,1.22,M,2000
1.0,0.00046,99377.0,46.0,99354.0,8319458.0,83.72,F,2000
2.0,0.00028,99331.0,28.0,99317.0,8220104.0,82.75,F,2000
3.0,0.0002,99303.0,20.0,99293.0,8120787.0,81.78,F,2000
4.0,0.00015,99283.0,15.0,99276.0,8021494.0,80.79,F,2000
5.0,0.00014,99268.0,13.0,99262.0,7922218.0,79.81,F,2000
6.0,0.00013,99255.0,13.0,99249.0,7822956.0,78.82,F,2000
7.0,0.00012,99242.0,12.0,99236.0,7723708.0,77.83,F,2000
8.0,0.00012,99230.0,11.0,99225.0,7624471.0,76.84,F,2000
9.0,0.00011,99219.0,11.0,99214.0,7525247.0,75.84,F,2000
10.0,0.0001,99208.0,10.0,99203.0,7426033.0,74.85,F,2000
11.0,0.0001,99199.0,10.0,99194.0,7326830.0,73.86,F,2000
12.0,0.00012,99189.0,11.0,99183.0,7227636.0,72.87,F,2000
13.0,0.00015,99178.0,15.0,99170.0,7128453.0,71.88,F,2000
14.0,0.00021,99162.0,20.0,99152.0,7029283.0,70.89,F,2000
15.0,0.00027,99142.0,26.0,99129.0,6930131.0,69.9,F,2000
16.0,0.00032,99116.0,32.0,99100.0,6831002.0,68.92,F,2000
17.0,0.00036,99084.0,36.0,99066.0,6731903.0,67.94,F,2000
18.0,0.00038,99048.0,37.0,99030.0,6632837.0,66.97,F,2000
19.0,0.00038,99011.0,37.0,98993.0,6533807.0,65.99,F,2000
20.0,0.00037,98974.0,37.0,98955.0,6434815.0,65.02,F,2000
21.0,0.00038,98937.0,37.0,98918.0,6335859.0,64.04,F,2000
22.0,0.00038,98900.0,37.0,98881.0,6236941.0,63.06,F,2000
23.0,0.00038,98862.0,38.0,98843.0,6138060.0,62.09,F,2000
24.0,0.00039,98825.0,38.0,98805.0,6039216.0,61.11,F,2000
25.0,0.0004,98786.0,39.0,98766.0,5940411.0,60.13,F,2000
26.0,0.00041,98747.0,40.0,98727.0,5841644.0,59.16,F,2000
27.0,0.00042,98706.0,42.0,98686.0,5742918.0,58.18,F,2000
28.0,0.00045,98665.0,44.0,98643.0,5644232.0,57.21,F,2000
29.0,0.00048,98621.0,47.0,98597.0,5545590.0,56.23,F,2000
30.0,0.00051,98573.0,50.0,98548.0,5446993.0,55.26,F,2000
31.0,0.00055,98523.0,54.0,98496.0,5348444.0,54.29,F,2000
32.0,0.00059,98469.0,58.0,98440.0,5249948.0,53.32,F,2000
33.0,0.00065,98411.0,64.0,98379.0,5151508.0,52.35,F,2000
34.0,0.00071,98347.0,70.0,98312.0,5053129.0,51.38,F,2000
35.0,0.00078,98277.0,77.0,98238.0,4954817.0,50.42,F,2000
36.0,0.00085,98200.0,84.0,98158.0,4856579.0,49.46,F,2000
37.0,0.00093,98116.0,91.0,98071.0,4758421.0,48.5,F,2000
38.0,0.001,98025.0,98.0,97976.0,4660350.0,47.54,F,2000
39.0,0.00108,97927.0,105.0,97874.0,4562374.0,46.59,F,2000
40.0,0.00116,97821.0,113.0,97765.0,4464500.0,45.64,F,2000
41.0,0.00125,97708.0,122.0,97647.0,4366735.0,44.69,F,2000
42.0,0.00132,97586.0,129.0,97522.0,4269088.0,43.75,F,2000
43.0,0.00139,97457.0,136.0,97390.0,4171566.0,42.8,F,2000
44.0,0.00146,97322.0,142.0,97251.0,4074176.0,41.86,F,2000
45.0,0.00153,97180.0,149.0,97106.0,3976925.0,40.92,F,2000
46.0,0.00162,97032.0,157.0,96953.0,3879820.0,39.99,F,2000
47.0,0.00171,96875.0,165.0,96792.0,3782866.0,39.05,F,2000
48.0,0.00181,96709.0,175.0,96622.0,3686074.0,38.11,F,2000
49.0,0.00191,96535.0,185.0,96442.0,3589452.0,37.18,F,2000
50.0,0.00204,96350.0,196.0,96252.0,3493010.0,36.25,F,2000
51.0,0.00219,96154.0,210.0,96049.0,3396758.0,35.33,F,2000
52.0,0.00237,95943.0,227.0,95830.0,3300709.0,34.4,F,2000
53.0,0.00259,95716.0,248.0,95592.0,3204879.0,33.48,F,2000
54.0,0.00284,95468.0,271.0,95333.0,3109287.0,32.57,F,2000
55.0,0.00313,95198.0,298.0,95048.0,3013954.0,31.66,F,2000
56.0,0.00345,94899.0,328.0,94736.0,2918906.0,30.76,F,2000
57.0,0.00379,94572.0,358.0,94392.0,2824170.0,29.86,F,2000
58.0,0.00414,94213.0,390.0,94018.0,2729778.0,28.97,F,2000
59.0,0.00451,93823.0,423.0,93612.0,2635759.0,28.09,F,2000
60.0,0.00491,93401.0,459.0,93171.0,2542147.0,27.22,F,2000
61.0,0.00537,92942.0,499.0,92692.0,2448976.0,26.35,F,2000
62.0,0.00592,92443.0,547.0,92169.0,2356284.0,25.49,F,2000
63.0,0.00656,91896.0,602.0,91595.0,2264115.0,24.64,F,2000
64.0,0.00729,91293.0,665.0,90961.0,2172520.0,23.8,F,2000
65.0,0.0081,90628.0,734.0,90261.0,2081559.0,22.97,F,2000
66.0,0.00897,89894.0,806.0,89491.0,1991298.0,22.15,F,2000
67.0,0.00985,89088.0,878.0,88649.0,1901807.0,21.35,F,2000
68.0,0.01074,88210.0,948.0,87736.0,1813158.0,20.55,F,2000
69.0,0.01166,87263.0,1018.0,86754.0,1725422.0,19.77,F,2000
70.0,0.0127,86245.0,1095.0,85697.0,1638668.0,19.0,F,2000
71.0,0.01385,85150.0,1179.0,84560.0,1552971.0,18.24,F,2000
72.0,0.01503,83971.0,1262.0,83339.0,1468410.0,17.49,F,2000
73.0,0.01623,82708.0,1343.0,82037.0,1385071.0,16.75,F,2000
74.0,0.01751,81366.0,1425.0,80653.0,1303034.0,16.01,F,2000
75.0,0.0191,79941.0,1527.0,79178.0,1222381.0,15.29,F,2000
76.0,0.02094,78414.0,1642.0,77593.0,1143203.0,14.58,F,2000
77.0,0.0228,76772.0,1750.0,75897.0,1065610.0,13.88,F,2000
78.0,0.0246,75022.0,1845.0,74099.0,989712.0,13.19,F,2000
79.0,0.02654,73177.0,1942.0,72206.0,915613.0,12.51,F,2000
80.0,0.02877,71235.0,2049.0,70210.0,843407.0,11.84,F,2000
81.0,0.03165,69185.0,2190.0,68090.0,773197.0,11.18,F,2000
82.0,0.03551,66995.0,2379.0,65806.0,705107.0,10.52,F,2000
83.0,0.04057,64616.0,2621.0,63306.0,639301.0,9.89,F,2000
84.0,0.04667,61995.0,2893.0,60548.0,575996.0,9.29,F,2000
85.0,0.05353,59102.0,3164.0,57520.0,515447.0,8.72,F,2000
86.0,0.06091,55938.0,3407.0,54235.0,457927.0,8.19,F,2000
87.0,0.06867,52531.0,3607.0,50728.0,403693.0,7.68,F,2000
88.0,0.07679,48924.0,3757.0,47046.0,352965.0,7.21,F,2000
89.0,0.08535,45167.0,3855.0,43240.0,305920.0,6.77,F,2000
90.0,0.09447,41312.0,3903.0,39361.0,262680.0,6.36,F,2000
91.0,0.10429,37409.0,3901.0,35459.0,223319.0,5.97,F,2000
92.0,0.11492,33508.0,3851.0,31583.0,187860.0,5.61,F,2000
93.0,0.12649,29657.0,3751.0,27782.0,156278.0,5.27,F,2000
94.0,0.13909,25906.0,3603.0,24104.0,128496.0,4.96,F,2000
95.0,0.15172,22303.0,3384.0,20611.0,104392.0,4.68,F,2000
96.0,0.16414,18919.0,3105.0,17366.0,83781.0,4.43,F,2000
97.0,0.17611,15814.0,2785.0,14421.0,66414.0,4.2,F,2000
98.0,0.18738,13029.0,2441.0,11808.0,51993.0,3.99,F,2000
99.0,0.19771,10587.0,2093.0,9541.0,40185.0,3.8,F,2000
100.0,0.20859,8494.0,1772.0,7608.0,30644.0,3.61,F,2000
101.0,0.22008,6722.0,1480.0,5983.0,23036.0,3.43,F,2000
102.0,0.23222,5243.0,1218.0,4634.0,17053.0,3.25,F,2000
103.0,0.24503,4025.0,986.0,3532.0,12419.0,3.09,F,2000
104.0,0.25854,3039.0,786.0,2646.0,8887.0,2.92,F,2000
105.0,0.27282,2253.0,615.0,1946.0,6240.0,2.77,F,2000
106.0,0.28788,1639.0,472.0,1403.0,4294.0,2.62,F,2000
107.0,0.30378,1167.0,354.0,990.0,2892.0,2.48,F,2000
108.0,0.32057,812.0,260.0,682.0,1902.0,2.34,F,2000
109.0,0.33828,552.0,187.0,459.0,1220.0,2.21,F,2000
110.0,0.357,365.0,130.0,300.0,761.0,2.08,F,2000
111.0,0.37674,235.0,88.0,191.0,461.0,1.96,F,2000
112.0,0.3976,146.0,58.0,117.0,271.0,1.85,F,2000
113.0,0.4196,88.0,37.0,70.0,153.0,1.74,F,2000
114.0,0.44283,51.0,23.0,40.0,84.0,1.63,F,2000
115.0,0.46736,29.0,13.0,22.0,44.0,1.54,F,2000
116.0,0.49327,15.0,7.0,11.0,22.0,1.45,F,2000
117.0,0.51656,8.0,4.0,6.0,11.0,1.37,F,2000
118.0,0.54008,4.0,2.0,3.0,5.0,1.29,F,2000
119.0,0.56469,2.0,1.0,1.0,2.0,1.22,F,2000
1.0,0.0004,99413.0,39.0,99394.0,7996877.0,80.44,M,2010
2.0,0.00026,99374.0,26.0,99361.0,7897484.0,79.47,M,2010
3.0,0.00022,99348.0,21.0,99337.0,7798123.0,78.49,M,2010
4.0,0.00017,99326.0,16.0,99318.0,7698786.0,77.51,M,2010
5.0,0.00014,99310.0,14.0,99303.0,7599468.0,76.52,M,2010
6.0,0.00013,99296.0,13.0,99289.0,7500165.0,75.53,M,2010
7.0,0.00012,99282.0,12.0,99276.0,7400876.0,74.54,M,2010
8.0,0.00011,99270.0,11.0,99265.0,7301600.0,73.55,M,2010
9.0,9e-05,99259.0,9.0,99255.0,7202335.0,72.56,M,2010
10.0,7e-05,99251.0,7.0,99247.0,7103080.0,71.57,M,2010
11.0,8e-05,99244.0,8.0,99240.0,7003833.0,70.57,M,2010
12.0,0.00012,99236.0,12.0,99230.0,6904593.0,69.58,M,2010
13.0,0.00022,99224.0,21.0,99213.0,6805363.0,68.59,M,2010
14.0,0.00035,99203.0,34.0,99185.0,6706150.0,67.6,M,2010
15.0,0.00049,99168.0,48.0,99144.0,6606964.0,66.62,M,2010
16.0,0.00062,99120.0,61.0,99089.0,6507820.0,65.66,M,2010
17.0,0.00073,99059.0,73.0,99022.0,6408731.0,64.7,M,2010
18.0,0.00082,98986.0,81.0,98946.0,6309708.0,63.74,M,2010
19.0,0.00089,98905.0,88.0,98861.0,6210763.0,62.8,M,2010
20.0,0.00096,98817.0,94.0,98770.0,6111902.0,61.85,M,2010
21.0,0.00102,98723.0,100.0,98673.0,6013132.0,60.91,M,2010
22.0,0.00104,98622.0,103.0,98571.0,5914459.0,59.97,M,2010
23.0,0.00102,98520.0,101.0,98469.0,5815888.0,59.03,M,2010
24.0,0.00097,98419.0,96.0,98371.0,5717419.0,58.09,M,2010
25.0,0.00091,98323.0,90.0,98278.0,5619048.0,57.15,M,2010
26.0,0.00086,98233.0,85.0,98191.0,5520770.0,56.2,M,2010
27.0,0.00083,98148.0,82.0,98107.0,5422580.0,55.25,M,2010
28.0,0.00083,98067.0,81.0,98026.0,5324472.0,54.29,M,2010
29.0,0.00086,97985.0,84.0,97943.0,5226446.0,53.34,M,2010
30.0,0.00089,97901.0,87.0,97858.0,5128503.0,52.38,M,2010
31.0,0.00092,97815.0,90.0,97770.0,5030645.0,51.43,M,2010
32.0,0.00096,97725.0,94.0,97678.0,4932876.0,50.48,M,2010
33.0,0.00102,97631.0,100.0,97581.0,4835198.0,49.53,M,2010
34.0,0.00109,97531.0,107.0,97477.0,4737618.0,48.58,M,2010
35.0,0.00118,97424.0,114.0,97367.0,4640140.0,47.63,M,2010
36.0,0.00126,97310.0,123.0,97248.0,4542773.0,46.68,M,2010
37.0,0.00136,97187.0,132.0,97121.0,4445525.0,45.74,M,2010
38.0,0.00147,97055.0,142.0,96984.0,4348404.0,44.8,M,2010
39.0,0.00158,96912.0,153.0,96836.0,4251421.0,43.87,M,2010
40.0,0.0017,96759.0,165.0,96677.0,4154585.0,42.94,M,2010
41.0,0.00183,96595.0,176.0,96506.0,4057908.0,42.01,M,2010
42.0,0.00196,96418.0,189.0,96324.0,3961402.0,41.09,M,2010
43.0,0.00209,96229.0,201.0,96129.0,3865078.0,40.17,M,2010
44.0,0.00223,96028.0,214.0,95921.0,3768949.0,39.25,M,2010
45.0,0.00238,95814.0,228.0,95700.0,3673028.0,38.33,M,2010
46.0,0.00254,95586.0,243.0,95465.0,3577328.0,37.43,M,2010
47.0,0.00268,95343.0,255.0,95216.0,3481864.0,36.52,M,2010
48.0,0.00278,95088.0,265.0,94956.0,3386648.0,35.62,M,2010
49.0,0.00288,94823.0,273.0,94687.0,3291692.0,34.71,M,2010
50.0,0.00299,94550.0,282.0,94409.0,3197006.0,33.81,M,2010
51.0,0.00313,94268.0,295.0,94121.0,3102596.0,32.91,M,2010
52.0,0.00331,93973.0,311.0,93818.0,3008476.0,32.01,M,2010
53.0,0.00355,93662.0,333.0,93495.0,2914658.0,31.12,M,2010
54.0,0.00385,93329.0,359.0,93150.0,2821163.0,30.23,M,2010
55.0,0.00419,92970.0,389.0,92776.0,2728013.0,29.34,M,2010
56.0,0.00457,92581.0,423.0,92369.0,2635237.0,28.46,M,2010
57.0,0.00497,92158.0,458.0,91929.0,2542868.0,27.59,M,2010
58.0,0.00539,91700.0,495.0,91452.0,2450939.0,26.73,M,2010
59.0,0.00585,91205.0,533.0,90938.0,2359487.0,25.87,M,2010
60.0,0.00635,90672.0,575.0,90384.0,2268549.0,25.02,M,2010
61.0,0.00693,90096.0,624.0,89784.0,2178165.0,24.18,M,2010
62.0,0.00763,89472.0,682.0,89131.0,2088381.0,23.34,M,2010
63.0,0.00847,88790.0,752.0,88414.0,1999250.0,22.52,M,2010
64.0,0.00944,88038.0,831.0,87622.0,1910837.0,21.7,M,2010
65.0,0.01053,87206.0,918.0,86747.0,1823215.0,20.91,M,2010
66.0,0.01167,86288.0,1007.0,85785.0,1736467.0,20.12,M,2010
67.0,0.01284,85281.0,1095.0,84734.0,1650683.0,19.36,M,2010
68.0,0.01402,84186.0,1180.0,83596.0,1565949.0,18.6,M,2010
69.0,0.01523,83006.0,1264.0,82374.0,1482353.0,17.86,M,2010
70.0,0.0166,81742.0,1357.0,81063.0,1399979.0,17.13,M,2010
71.0,0.01811,80385.0,1456.0,79657.0,1318916.0,16.41,M,2010
72.0,0.01965,78929.0,1551.0,78154.0,1239259.0,15.7,M,2010
73.0,0.02119,77378.0,1639.0,76559.0,1161105.0,15.01,M,2010
74.0,0.0228,75739.0,1727.0,74875.0,1084547.0,14.32,M,2010
75.0,0.02479,74012.0,1835.0,73094.0,1009671.0,13.64,M,2010
76.0,0.02713,72177.0,1958.0,71198.0,936577.0,12.98,M,2010
77.0,0.02954,70219.0,2075.0,69182.0,865379.0,12.32,M,2010
78.0,0.032,68144.0,2180.0,67054.0,796197.0,11.68,M,2010
79.0,0.03469,65964.0,2288.0,64820.0,729143.0,11.05,M,2010
80.0,0.03768,63676.0,2399.0,62476.0,664323.0,10.43,M,2010
81.0,0.04142,61277.0,2538.0,60008.0,601846.0,9.82,M,2010
82.0,0.04647,58739.0,2729.0,57374.0,541839.0,9.22,M,2010
83.0,0.0531,56009.0,2974.0,54522.0,484465.0,8.65,M,2010
84.0,0.06103,53035.0,3237.0,51417.0,429943.0,8.11,M,2010
85.0,0.06977,49798.0,3474.0,48061.0,378526.0,7.6,M,2010
86.0,0.0789,46324.0,3655.0,44496.0,330465.0,7.13,M,2010
87.0,0.0882,42669.0,3763.0,40787.0,285968.0,6.7,M,2010
88.0,0.09761,38905.0,3797.0,37007.0,245181.0,6.3,M,2010
89.0,0.10722,35108.0,3764.0,33226.0,208174.0,5.93,M,2010
90.0,0.11721,31344.0,3674.0,29507.0,174949.0,5.58,M,2010
91.0,0.12776,27670.0,3535.0,25902.0,145442.0,5.26,M,2010
92.0,0.13904,24135.0,3356.0,22457.0,119540.0,4.95,M,2010
93.0,0.15121,20779.0,3142.0,19208.0,97083.0,4.67,M,2010
94.0,0.16442,17637.0,2900.0,16187.0,77875.0,4.42,M,2010
95.0,0.1774,14737.0,2614.0,13430.0,61688.0,4.19,M,2010
96.0,0.18993,12123.0,2303.0,10972.0,48258.0,3.98,M,2010
97.0,0.20175,9820.0,1981.0,8830.0,37286.0,3.8,M,2010
98.0,0.21261,7839.0,1667.0,7006.0,28457.0,3.63,M,2010
99.0,0.22225,6172.0,1372.0,5486.0,21451.0,3.48,M,2010
100.0,0.23234,4801.0,1115.0,4243.0,15965.0,3.33,M,2010
101.0,0.24289,3685.0,895.0,3238.0,11722.0,3.18,M,2010
102.0,0.25392,2790.0,708.0,2436.0,8484.0,3.04,M,2010
103.0,0.26545,2082.0,553.0,1805.0,6048.0,2.91,M,2010
104.0,0.27752,1529.0,424.0,1317.0,4243.0,2.77,M,2010
