age,qx,lx,dx,Lx,Tx,ex,sex,year
29.0,0.001,90956.0,91.0,90910.0,4607675.0,50.66,F,1930
30.0,0.00106,90865.0,96.0,90817.0,4516765.0,49.71,F,1930
31.0,0.00112,90769.0,102.0,90718.0,4425948.0,48.76,F,1930
32.0,0.0012,90667.0,109.0,90612.0,4335230.0,47.81,F,1930
33.0,0.00131,90558.0,119.0,90499.0,4244618.0,46.87,F,1930
34.0,0.00146,90439.0,132.0,90373.0,4154119.0,45.93,F,1930
35.0,0.00157,90307.0,141.0,90237.0,4063746.0,45.0,F,1930
36.0,0.00165,90166.0,149.0,90091.0,3973509.0,44.07,F,1930
37.0,0.00183,90017.0,165.0,89935.0,3883418.0,43.14,F,1930
38.0,0.00202,89852.0,182.0,89761.0,3793483.0,42.22,F,1930
39.0,0.00219,89671.0,196.0,89572.0,3703722.0,41.3,F,1930
40.0,0.00232,89474.0,207.0,89371.0,3614149.0,40.39,F,1930
41.0,0.0025,89267.0,223.0,89156.0,3524778.0,39.49,F,1930
42.0,0.00266,89044.0,237.0,88926.0,3435623.0,38.58,F,1930
43.0,0.00282,88807.0,251.0,88682.0,3346697.0,37.68,F,1930
44.0,0.00296,88557.0,262.0,88426.0,3258015.0,36.79,F,1930
45.0,0.00307,88294.0,271.0,88159.0,3169589.0,35.9,F,1930
46.0,0.00324,88023.0,285.0,87881.0,3081430.0,35.01,F,1930
47.0,0.00341,87738.0,299.0,87589.0,2993549.0,34.12,F,1930
48.0,0.00367,87440.0,321.0,87279.0,2905960.0,33.23,F,1930
49.0,0.0038,87118.0,331.0,86953.0,2818681.0,32.35,F,1930
50.0,0.00418,86787.0,362.0,86606.0,2731728.0,31.48,F,1930
51.0,0.00446,86425.0,386.0,86232.0,2645122.0,30.61,F,1930
52.0,0.00467,86039.0,402.0,85838.0,2558890.0,29.74,F,1930
53.0,0.00518,85637.0,444.0,85415.0,2473052.0,28.88,F,1930
54.0,0.00553,85194.0,471.0,84958.0,2387636.0,28.03,F,1930
55.0,0.00603,84722.0,511.0,84467.0,2302678.0,27.18,F,1930
56.0,0.00632,84211.0,532.0,83945.0,2218212.0,26.34,F,1930
57.0,0.00692,83679.0,579.0,83389.0,2134267.0,25.51,F,1930
58.0,0.00773,83100.0,642.0,82779.0,2050877.0,24.68,F,1930
59.0,0.00825,82458.0,680.0,82118.0,1968099.0,23.87,F,1930
60.0,0.00891,81777.0,728.0,81413.0,1885981.0,23.06,F,1930
61.0,0.00961,81049.0,779.0,80660.0,1804568.0,22.27,F,1930
62.0,0.01023,80270.0,821.0,79860.0,1723908.0,21.48,F,1930
63.0,0.01131,79449.0,899.0,79000.0,1644048.0,20.69,F,1930
64.0,0.01213,78551.0,953.0,78074.0,1565048.0,19.92,F,1930
65.0,0.01314,77598.0,1020.0,77088.0,1486974.0,19.16,F,1930
66.0,0.01428,76578.0,1094.0,76032.0,1409886.0,18.41,F,1930
67.0,0.01533,75485.0,1157.0,74906.0,1333854.0,17.67,F,1930
68.0,0.01675,74327.0,1245.0,73705.0,1258948.0,16.94,F,1930
69.0,0.01825,73082.0,1334.0,72415.0,1185243.0,16.22,F,1930
70.0,0.01981,71749.0,1421.0,71038.0,1112828.0,15.51,F,1930
71.0,0.02142,70327.0,1506.0,69574.0,1041790.0,14.81,F,1930
72.0,0.02372,68821.0,1632.0,68005.0,972215.0,14.13,F,1930
73.0,0.02578,67189.0,1732.0,66323.0,904210.0,13.46,F,1930
74.0,0.02803,65457.0,1835.0,64540.0,837887.0,12.8,F,1930
75.0,0.03066,63622.0,1951.0,62647.0,773348.0,12.16,F,1930
76.0,0.0337,61671.0,2078.0,60632.0,710701.0,11.52,F,1930
77.0,0.03707,59593.0,2209.0,58489.0,650069.0,10.91,F,1930
78.0,0.04078,57384.0,2340.0,56214.0,591580.0,10.31,F,1930
79.0,0.04491,55044.0,2472.0,53808.0,535366.0,9.73,F,1930
80.0,0.04965,52572.0,2610.0,51267.0,481557.0,9.16,F,1930
81.0,0.05502,49962.0,2749.0,48588.0,430290.0,8.61,F,1930
82.0,0.06094,47213.0,2877.0,45775.0,381702.0,8.08,F,1930
83.0,0.06745,44336.0,2991.0,42841.0,335927.0,7.58,F,1930
84.0,0.07476,41346.0,3091.0,39800.0,293086.0,7.09,F,1930
85.0,0.08303,38255.0,3176.0,36667.0,253286.0,6.62,F,1930
86.0,0.09239,35078.0,3241.0,33458.0,216619.0,6.18,F,1930
87.0,0.10288,31837.0,3276.0,30200.0,183161.0,5.75,F,1930
88.0,0.1145,28562.0,3270.0,26927.0,152961.0,5.36,F,1930
89.0,0.12722,25292.0,3218.0,23683.0,126035.0,4.98,F,1930
90.0,0.141,22074.0,3112.0,20518.0,102352.0,4.64,F,1930
91.0,0.15582,18962.0,2955.0,17484.0,81834.0,4.32,F,1930
92.0,0.17166,16007.0,2748.0,14633.0,64350.0,4.02,F,1930
93.0,0.1885,13259.0,2499.0,12010.0,49716.0,3.75,F,1930
94.0,0.20635,10760.0,2220.0,9650.0,37707.0,3.5,F,1930
95.0,0.2242,8540.0,1915.0,7582.0,28057.0,3.29,F,1930
96.0,0.24176,6625.0,1602.0,5824.0,20475.0,3.09,F,1930
97.0,0.25872,5023.0,1300.0,4374.0,14650.0,2.92,F,1930
98.0,0.27471,3724.0,1023.0,3212.0,10277.0,2.76,F,1930
99.0,0.28936,2701.0,781.0,2310.0,7065.0,2.62,F,1930
100.0,0.30481,1919.0,585.0,1627.0,4755.0,2.48,F,1930
101.0,0.32109,1334.0,428.0,1120.0,3128.0,2.34,F,1930
102.0,0.33823,906.0,306.0,753.0,2008.0,2.22,F,1930
103.0,0.35631,599.0,214.0,493.0,1255.0,2.09,F,1930
104.0,0.37537,386.0,145.0,313.0,763.0,1.98,F,1930
105.0,0.39545,241.0,95.0,193.0,449.0,1.86,F,1930
106.0,0.41662,146.0,61.0,115.0,256.0,1.75,F,1930
107.0,0.43894,85.0,37.0,66.0,140.0,1.65,F,1930
108.0,0.46245,48.0,22.0,37.0,74.0,1.55,F,1930
109.0,0.48726,26.0,12.0,19.0,37.0,1.46,F,1930
110.0,0.51339,13.0,7.0,10.0,18.0,1.37,F,1930
111.0,0.54093,6.0,3.0,5.0,8.0,1.28,F,1930
112.0,0.56997,3.0,2.0,2.0,4.0,1.19,F,1930
113.0,0.60059,1.0,1.0,1.0,1.0,1.11,F,1930
114.0,0.63288,1.0,0.0,0.0,1.0,1.04,F,1930
115.0,0.6669,0.0,0.0,0.0,0.0,0.97,F,1930
116.0,0.6992,0.0,0.0,0.0,0.0,0.91,F,1930
117.0,0.73001,0.0,0.0,0.0,0.0,0.85,F,1930
118.0,0.7622,0.0,0.0,0.0,0.0,0.8,F,1930
119.0,0.7958,0.0,0.0,0.0,0.0,0.74,F,1930
1.0,0.00552,94714.0,523.0,94453.0,6859494.0,72.42,M,1940
2.0,0.00248,94191.0,234.0,94075.0,6765042.0,71.82,M,1940
3.0,0.00199,93958.0,187.0,93864.0,6670967.0,71.0,M,1940
4.0,0.00145,93771.0,135.0,93703.0,6577103.0,70.14,M,1940
5.0,0.00128,93636.0,120.0,93576.0,6483399.0,69.24,M,1940
6.0,0.00106,93515.0,99.0,93466.0,6389824.0,68.33,M,1940
7.0,0.00085,93416.0,79.0,93377.0,6296358.0,67.4,M,1940
8.0,0.00074,93337.0,69.0,93302.0,6202981.0,66.46,M,1940
9.0,0.0007,93268.0,65.0,93235.0,6109678.0,65.51,M,1940
10.0,0.0006,93203.0,55.0,93175.0,6016443.0,64.55,M,1940
11.0,0.0006,93147.0,56.0,93119.0,5923268.0,63.59,M,1940
12.0,0.00063,93091.0,59.0,93062.0,5830149.0,62.63,M,1940
13.0,0.00074,93033.0,69.0,92998.0,5737087.0,61.67,M,1940
14.0,0.00083,92963.0,77.0,92925.0,5644089.0,60.71,M,1940
15.0,0.00103,92886.0,96.0,92838.0,5551165.0,59.76,M,1940
16.0,0.00121,92790.0,112.0,92734.0,5458327.0,58.82,M,1940
17.0,0.00144,92678.0,134.0,92611.0,5365593.0,57.9,M,1940
18.0,0.00147,92544.0,136.0,92476.0,5272982.0,56.98,M,1940
19.0,0.0016,92408.0,148.0,92334.0,5180506.0,56.06,M,1940
20.0,0.00167,92261.0,154.0,92183.0,5088171.0,55.15,M,1940
21.0,0.00175,92106.0,161.0,92025.0,4995988.0,54.24,M,1940
22.0,0.00185,91945.0,170.0,91860.0,4903962.0,53.34,M,1940
23.0,0.00187,91774.0,171.0,91689.0,4812103.0,52.43,M,1940
24.0,0.00186,91603.0,170.0,91518.0,4720414.0,51.53,M,1940
25.0,0.00185,91432.0,169.0,91348.0,4628897.0,50.63,M,1940
26.0,0.00187,91263.0,171.0,91178.0,4537549.0,49.72,M,1940
27.0,0.00189,91092.0,172.0,91006.0,4446372.0,48.81,M,1940
28.0,0.00198,90920.0,180.0,90830.0,4355365.0,47.9,M,1940
29.0,0.00206,90740.0,187.0,90647.0,4264535.0,47.0,M,1940
30.0,0.00209,90554.0,190.0,90459.0,4173887.0,46.09,M,1940
31.0,0.00212,90364.0,192.0,90268.0,4083428.0,45.19,M,1940
32.0,0.00222,90173.0,200.0,90073.0,3993160.0,44.28,M,1940
33.0,0.0023,89973.0,207.0,89869.0,3903087.0,43.38,M,1940
34.0,0.00232,89766.0,208.0,89662.0,3813218.0,42.48,M,1940
35.0,0.00237,89558.0,212.0,89452.0,3723557.0,41.58,M,1940
36.0,0.00239,89346.0,214.0,89239.0,3634105.0,40.67,M,1940
37.0,0.00258,89132.0,230.0,89017.0,3544866.0,39.77,M,1940
38.0,0.00272,88903.0,242.0,88782.0,3455849.0,38.87,M,1940
39.0,0.00282,88661.0,250.0,88536.0,3367067.0,37.98,M,1940
40.0,0.00302,88410.0,267.0,88277.0,3278531.0,37.08,M,1940
41.0,0.00321,88144.0,283.0,88002.0,3190254.0,36.19,M,1940
42.0,0.00329,87861.0,289.0,87716.0,3102252.0,35.31,M,1940
43.0,0.00354,87572.0,310.0,87417.0,3014535.0,34.42,M,1940
44.0,0.00388,87262.0,338.0,87093.0,2927119.0,33.54,M,1940
45.0,0.00424,86923.0,368.0,86739.0,2840026.0,32.67,M,1940
46.0,0.00456,86555.0,395.0,86358.0,2753287.0,31.81,M,1940
47.0,0.00496,86160.0,427.0,85947.0,2666929.0,30.95,M,1940
48.0,0.00543,85733.0,465.0,85501.0,2580983.0,30.1,M,1940
49.0,0.00587,85268.0,500.0,85018.0,2495482.0,29.27,M,1940
50.0,0.00625,84768.0,529.0,84503.0,2410465.0,28.44,M,1940
51.0,0.00663,84238.0,559.0,83959.0,2325961.0,27.61,M,1940
52.0,0.00716,83680.0,599.0,83380.0,2242002.0,26.79,M,1940
53.0,0.00791,83081.0,657.0,82752.0,2158622.0,25.98,M,1940
54.0,0.00851,82424.0,701.0,82073.0,2075869.0,25.19,M,1940
55.0,0.00909,81723.0,743.0,81351.0,1993796.0,24.4,M,1940
56.0,0.00962,80980.0,779.0,80590.0,1912445.0,23.62,M,1940
57.0,0.01026,80200.0,823.0,79789.0,1831855.0,22.84,M,1940
58.0,0.01099,79377.0,872.0,78941.0,1752066.0,22.07,M,1940
59.0,0.0119,78505.0,935.0,78038.0,1673125.0,21.31,M,1940
60.0,0.01268,77571.0,984.0,77079.0,1595087.0,20.56,M,1940
61.0,0.01358,76587.0,1040.0,76067.0,1518008.0,19.82,M,1940
62.0,0.01468,75547.0,1109.0,74992.0,1441941.0,19.09,M,1940
63.0,0.01589,74438.0,1183.0,73847.0,1366949.0,18.36,M,1940
64.0,0.01718,73255.0,1259.0,72626.0,1293102.0,17.65,M,1940
65.0,0.01862,71997.0,1341.0,71327.0,1220476.0,16.95,M,1940
66.0,0.02021,70656.0,1428.0,69942.0,1149149.0,16.26,M,1940
67.0,0.02191,69228.0,1517.0,68470.0,1079207.0,15.59,M,1940
68.0,0.02371,67711.0,1606.0,66908.0,1010737.0,14.93,M,1940
69.0,0.02564,66106.0,1695.0,65258.0,943829.0,14.28,M,1940
70.0,0.02785,64411.0,1794.0,63514.0,878570.0,13.64,M,1940
71.0,0.0303,62617.0,1897.0,61668.0,815056.0,13.02,M,1940
72.0,0.03281,60720.0,1992.0,59724.0,753388.0,12.41,M,1940
73.0,0.03533,58728.0,2075.0,57690.0,693665.0,11.81,M,1940
74.0,0.03799,56653.0,2152.0,55577.0,635974.0,11.23,M,1940
75.0,0.04108,54500.0,2239.0,53381.0,580398.0,10.65,M,1940
76.0,0.04469,52262.0,2336.0,51094.0,527017.0,10.08,M,1940
77.0,0.04872,49926.0,2432.0,48710.0,475923.0,9.53,M,1940
78.0,0.05317,47494.0,2525.0,46231.0,427213.0,9.0,M,1940
79.0,0.05813,44969.0,2614.0,43662.0,380981.0,8.47,M,1940
80.0,0.06369,42355.0,2697.0,41006.0,337319.0,7.96,M,1940
81.0,0.07003,39658.0,2777.0,38269.0,296313.0,7.47,M,1940
82.0,0.07739,36880.0,2854.0,35453.0,258044.0,7.0,M,1940
83.0,0.08598,34026.0,2925.0,32563.0,222590.0,6.54,M,1940
84.0,0.09574,31101.0,2978.0,29612.0,190027.0,6.11,M,1940
85.0,0.10653,28123.0,2996.0,26625.0,160415.0,5.7,M,1940
86.0,0.11818,25127.0,2970.0,23643.0,133790.0,5.32,M,1940
87.0,0.13057,22158.0,2893.0,20711.0,110147.0,4.97,M,1940
88.0,0.14363,19265.0,2767.0,17881.0,89436.0,4.64,M,1940
89.0,0.15737,16498.0,2596.0,15200.0,71555.0,4.34,M,1940
90.0,0.17185,13901.0,2389.0,12707.0,56355.0,4.05,M,1940
91.0,0.18711,11512.0,2154.0,10435.0,43649.0,3.79,M,1940
92.0,0.20325,9358.0,1902.0,8407.0,33213.0,3.55,M,1940
93.0,0.22031,7456.0,1643.0,6635.0,24806.0,3.33,M,1940
94.0,0.23835,5814.0,1386.0,5121.0,18171.0,3.13,M,1940
95.0,0.25608,4428.0,1134.0,3861.0,13050.0,2.95,M,1940
96.0,0.27319,3294.0,900.0,2844.0,9189.0,2.79,M,1940
97.0,0.28936,2394.0,693.0,2048.0,6345.0,2.65,M,1940
98.0,0.30428,1701.0,518.0,1443.0,4297.0,2.53,M,1940
99.0,0.31763,1184.0,376.0,996.0,2855.0,2.41,M,1940
100.0,0.33157,808.0,268.0,674.0,1859.0,2.3,M,1940
101.0,0.34613,540.0,187.0,446.0,1185.0,2.19,M,1940
102.0,0.36134,353.0,128.0,289.0,739.0,2.09,M,1940
103.0,0.37722,225.0,85.0,183.0,449.0,1.99,M,1940
104.0,0.39382,140.0,55.0,113.0,266.0,1.9,M,1940
105.0,0.41115,85.0,35.0,68.0,154.0,1.8,M,1940
106.0,0.42925,50.0,22.0,39.0,86.0,1.72,M,1940
107.0,0.44816,29.0,13.0,22.0,47.0,1.63,M,1940
108.0,0.46792,16.0,7.0,12.0,24.0,1.55,M,1940
109.0,0.48855,8.0,4.0,6.0,12.0,1.47,M,1940
110.0,0.51011,4.0,2.0,3.0,6.0,1.39,M,1940
111.0,0.53264,2.0,1.0,2.0,3.0,1.31,M,1940
112.0,0.55617,1.0,1.0,1.0,1.0,1.24,M,1940
113.0,0.58075,0.0,0.0,0.0,1.0,1.17,M,1940
114.0,0.60642,0.0,0.0,0.0,0.0,1.11,M,1940
115.0,0.63324,0.0,0.0,0.0,0.0,1.04,M,1940
116.0,0.66128,0.0,0.0,0.0,0.0,0.98,M,1940
117.0,0.69056,0.0,0.0,0.0,0.0,0.92,M,1940
118.0,0.72124,0.0,0.0,0.0,0.0,0.87,M,1940
119.0,0.75314,0.0,0.0,0.0,0.0,0.81,M,1940
1.0,0.00497,95837.0,476.0,95599.0,7478351.0,78.03,F,1940
2.0,0.00208,95361.0,198.0,95262.0,7382751.0,77.42,F,1940
3.0,0.00164,95163.0,156.0,95085.0,7287489.0,76.58,F,1940
4.0,0.00129,95007.0,123.0,94946.0,7192404.0,75.7,F,1940
5.0,0.001,94884.0,95.0,94837.0,7097458.0,74.8,F,1940
6.0,0.00076,94789.0,72.0,94753.0,7002622.0,73.88,F,1940
7.0,0.00058,94717.0,55.0,94689.0,6907869.0,72.93,F,1940
8.0,0.00051,94662.0,49.0,94638.0,6813179.0,71.97,F,1940
9.0,0.00046,94613.0,43.0,94592.0,6718542.0,71.01,F,1940
10.0,0.0004,94570.0,38.0,94551.0,6623950.0,70.04,F,1940
11.0,0.00037,94532.0,35.0,94515.0,6529399.0,69.07,F,1940
12.0,0.00043,94497.0,40.0,94477.0,6434885.0,68.1,F,1940
13.0,0.00043,94457.0,40.0,94437.0,6340408.0,67.12,F,1940
14.0,0.00042,94417.0,40.0,94397.0,6245971.0,66.15,F,1940
15.0,0.00048,94377.0,45.0,94355.0,6151574.0,65.18,F,1940
16.0,0.00055,94332.0,51.0,94306.0,6057219.0,64.21,F,1940
17.0,0.00063,94281.0,60.0,94251.0,5962913.0,63.25,F,1940
18.0,0.0006,94221.0,56.0,94193.0,5868662.0,62.29,F,1940
19.0,0.00063,94165.0,59.0,94135.0,5774469.0,61.32,F,1940
20.0,0.00063,94106.0,60.0,94076.0,5680333.0,60.36,F,1940
21.0,0.00064,94046.0,60.0,94016.0,5586257.0,59.4,F,1940
22.0,0.00071,93986.0,66.0,93953.0,5492241.0,58.44,F,1940
23.0,0.00074,93920.0,69.0,93885.0,5398289.0,57.48,F,1940
24.0,0.00076,93850.0,72.0,93815.0,5304404.0,56.52,F,1940
25.0,0.00077,93779.0,72.0,93743.0,5210589.0,55.56,F,1940
26.0,0.00082,93706.0,76.0,93668.0,5116847.0,54.61,F,1940
27.0,0.00083,93630.0,78.0,93591.0,5023179.0,53.65,F,1940
28.0,0.00091,93552.0,85.0,93510.0,4929588.0,52.69,F,1940
29.0,0.00096,93467.0,90.0,93422.0,4836078.0,51.74,F,1940
30.0,0.00101,93377.0,94.0,93330.0,4742655.0,50.79,F,1940
31.0,0.00108,93283.0,100.0,93233.0,4649325.0,49.84,F,1940
32.0,0.00115,93183.0,107.0,93130.0,4556091.0,48.89,F,1940
33.0,0.00119,93076.0,110.0,93021.0,4462962.0,47.95,F,1940
34.0,0.00119,92966.0,111.0,92911.0,4369941.0,47.01,F,1940
35.0,0.00121,92855.0,113.0,92799.0,4277030.0,46.06,F,1940
36.0,0.00126,92743.0,117.0,92684.0,4184231.0,45.12,F,1940
37.0,0.00134,92626.0,124.0,92564.0,4091546.0,44.17,F,1940
38.0,0.00142,92502.0,131.0,92436.0,3998982.0,43.23,F,1940
39.0,0.00153,92371.0,141.0,92300.0,3906546.0,42.29,F,1940
40.0,0.00164,92230.0,151.0,92154.0,3814246.0,41.36,F,1940
41.0,0.00172,92079.0,158.0,92000.0,3722091.0,40.42,F,1940
42.0,0.00183,91921.0,168.0,91837.0,3630091.0,39.49,F,1940
43.0,0.00197,91753.0,181.0,91663.0,3538254.0,38.56,F,1940
44.0,0.00216,91572.0,198.0,91473.0,3446592.0,37.64,F,1940
45.0,0.00234,91374.0,214.0,91268.0,3355118.0,36.72,F,1940
46.0,0.00252,91161.0,230.0,91046.0,3263850.0,35.8,F,1940
47.0,0.00277,90931.0,252.0,90805.0,3172804.0,34.89,F,1940
48.0,0.00303,90679.0,274.0,90542.0,3081999.0,33.99,F,1940
49.0,0.00323,90405.0,292.0,90259.0,2991457.0,33.09,F,1940
50.0,0.00356,90113.0,320.0,89953.0,2901198.0,32.2,F,1940
51.0,0.00381,89792.0,342.0,89621.0,2811245.0,31.31,F,1940
52.0,0.00413,89450.0,369.0,89266.0,2721624.0,30.43,F,1940
53.0,0.00453,89081.0,404.0,88879.0,2632358.0,29.55,F,1940
54.0,0.00491,88677.0,436.0,88459.0,2543479.0,28.68,F,1940
55.0,0.00537,88242.0,474.0,88004.0,2455019.0,27.82,F,1940
56.0,0.00571,87767.0,502.0,87517.0,2367015.0,26.97,F,1940
57.0,0.00628,87266.0,548.0,86992.0,2279498.0,26.12,F,1940
58.0,0.00671,86717.0,582.0,86426.0,2192506.0,25.28,F,1940
59.0,0.00736,86135.0,634.0,85818.0,2106080.0,24.45,F,1940
60.0,0.00797,85501.0,681.0,85161.0,2020262.0,23.63,F,1940
61.0,0.00863,84820.0,732.0,84454.0,1935101.0,22.81,F,1940
62.0,0.00949,84088.0,798.0,83688.0,1850648.0,22.01,F,1940
63.0,0.01037,83289.0,864.0,82857.0,1766959.0,21.21,F,1940
64.0,0.01132,82425.0,933.0,81959.0,1684102.0,20.43,F,1940
65.0,0.0124,81492.0,1011.0,80987.0,1602143.0,19.66,F,1940
66.0,0.01358,80482.0,1093.0,79935.0,1521157.0,18.9,F,1940
67.0,0.01483,79388.0,1178.0,78800.0,1441222.0,18.15,F,1940
68.0,0.01614,78211.0,1262.0,77580.0,1362422.0,17.42,F,1940
69.0,0.01753,76949.0,1349.0,76274.0,1284843.0,16.7,F,1940
70.0,0.01912,75600.0,1445.0,74877.0,1208568.0,15.99,F,1940
71.0,0.0209,74155.0,1549.0,73380.0,1133691.0,15.29,F,1940
72.0,0.02273,72605.0,1651.0,71780.0,1060311.0,14.6,F,1940
73.0,0.02461,70955.0,1746.0,70081.0,988531.0,13.93,F,1940
74.0,0.02661,69208.0,1842.0,68288.0,918450.0,13.27,F,1940
75.0,0.02895,67367.0,1950.0,66392.0,850162.0,12.62,F,1940
76.0,0.03168,65417.0,2072.0,64380.0,783771.0,11.98,F,1940
77.0,0.03467,63344.0,2196.0,62246.0,719390.0,11.36,F,1940
78.0,0.03791,61148.0,2318.0,59989.0,657144.0,10.75,F,1940
79.0,0.04148,58830.0,2440.0,57610.0,597155.0,10.15,F,1940
80.0,0.04561,56390.0,2572.0,55104.0,539545.0,9.57,F,1940
81.0,0.05039,53818.0,2712.0,52462.0,484441.0,9.0,F,1940
82.0,0.05585,51106.0,2854.0,49679.0,431979.0,8.45,F,1940
83.0,0.06212,48252.0,2997.0,46753.0,382300.0,7.92,F,1940
84.0,0.06929,45254.0,3136.0,43687.0,335547.0,7.41,F,1940
85.0,0.07742,42119.0,3261.0,40488.0,291861.0,6.93,F,1940
86.0,0.08651,38858.0,3362.0,37177.0,251373.0,6.47,F,1940
87.0,0.09656,35496.0,3427.0,33782.0,214195.0,6.03,F,1940
88.0,0.10754,32069.0,3449.0,30344.0,180413.0,5.63,F,1940
90.0,0.13232,25201.0,3334.0,23534.0,123158.0,4.89,F,1940
91.0,0.14614,21867.0,3196.0,20269.0,99624.0,4.56,F,1940
92.0,0.16096,18671.0,3005.0,17168.0,79355.0,4.25,F,1940
93.0,0.17679,15666.0,2770.0,14281.0,62187.0,3.97,F,1940
94.0,0.19367,12896.0,2498.0,11647.0,47906.0,3.71,F,1940
95.0,0.21054,10399.0,2189.0,9304.0,36258.0,3.49,F,1940
96.0,0.22714,8209.0,1865.0,7277.0,26954.0,3.28,F,1940
97.0,0.24315,6345.0,1543.0,5573.0,19677.0,3.1,F,1940
98.0,0.25823,4802.0,1240.0,4182.0,14104.0,2.94,F,1940
99.0,0.27208,3562.0,969.0,3077.0,9922.0,2.79,F,1940
100.0,0.28667,2593.0,743.0,2221.0,6845.0,2.64,F,1940
101.0,0.30205,1850.0,559.0,1570.0,4623.0,2.5,F,1940
102.0,0.31827,1291.0,411.0,1085.0,3053.0,2.37,F,1940
103.0,0.33537,880.0,295.0,732.0,1968.0,2.24,F,1940
104.0,0.35339,585.0,207.0,482.0,1235.0,2.11,F,1940
105.0,0.37239,378.0,141.0,308.0,754.0,1.99,F,1940
106.0,0.39242,237.0,93.0,191.0,446.0,1.88,F,1940
107.0,0.41354,144.0,60.0,114.0,255.0,1.77,F,1940
108.0,0.4358,85.0,37.0,66.0,141.0,1.66,F,1940
109.0,0.45928,48.0,22.0,37.0,75.0,1.56,F,1940
110.0,0.48404,26.0,12.0,20.0,38.0,1.47,F,1940
111.0,0.51015,13.0,7.0,10.0,18.0,1.38,F,1940
112.0,0.53766,7.0,4.0,5.0,8.0,1.29,F,1940
113.0,0.56667,3.0,2.0,2.0,4.0,1.2,F,1940
114.0,0.59728,1.0,1.0,1.0,1.0,1.12,F,1940
115.0,0.62954,1.0,0.0,0.0,1.0,1.05,F,1940
116.0,0.66128,0.0,0.0,0.0,0.0,0.98,F,1940
117.0,0.69056,0.0,0.0,0.0,0.0,0.92,F,1940
118.0,0.72124,0.0,0.0,0.0,0.0,0.87,F,1940
119.0,0.75314,0.0,0.0,0.0,0.0,0.81,F,1940
1.0,0.00239,96721.0,231.0,96605.0,7148079.0,73.9,M,1950
2.0,0.00153,96489.0,148.0,96415.0,7051474.0,73.08,M,1950
3.0,0.00108,96341.0,104.0,96289.0,6955059.0,72.19,M,1950
4.0,0.00078,96237.0,75.0,96199.0,6858770.0,71.27,M,1950
5.0,0.00067,96162.0,64.0,96130.0,6762570.0,70.32,M,1950
6.0,0.00059,96097.0,57.0,96069.0,6666441.0,69.37,M,1950
7.0,0.00058,96040.0,56.0,96013.0,6570372.0,68.41,M,1950
8.0,0.00051,95985.0,49.0,95960.0,6474359.0,67.45,M,1950
9.0,0.00049,95936.0,47.0,95912.0,6378399.0,66.49,M,1950
10.0,0.00043,95888.0,41.0,95868.0,6282487.0,65.52,M,1950
11.0,0.00041,95847.0,39.0,95827.0,6186620.0,64.55,M,1950
12.0,0.00047,95808.0,45.0,95785.0,6090792.0,63.57,M,1950
13.0,0.00057,95762.0,55.0,95735.0,5995007.0,62.6,M,1950
14.0,0.00079,95707.0,76.0,95670.0,5899272.0,61.64,M,1950
15.0,0.00102,95632.0,97.0,95583.0,5803603.0,60.69,M,1950
16.0,0.00129,95535.0,123.0,95473.0,5708019.0,59.75,M,1950
17.0,0.00151,95411.0,144.0,95339.0,5612546.0,58.82,M,1950
18.0,0.00178,95267.0,170.0,95182.0,5517207.0,57.91,M,1950
19.0,0.00202,95097.0,192.0,95001.0,5422025.0,57.02,M,1950
20.0,0.00209,94905.0,199.0,94806.0,5327024.0,56.13,M,1950
21.0,0.00218,94707.0,206.0,94604.0,5232218.0,55.25,M,1950
22.0,0.00227,94501.0,214.0,94393.0,5137614.0,54.37,M,1950
23.0,0.00226,94286.0,213.0,94180.0,5043221.0,53.49,M,1950
24.0,0.00208,94074.0,196.0,93976.0,4949041.0,52.61,M,1950
25.0,0.00203,93878.0,190.0,93783.0,4855065.0,51.72,M,1950
26.0,0.00184,93688.0,172.0,93602.0,4761282.0,50.82,M,1950
27.0,0.00187,93516.0,174.0,93429.0,4667680.0,49.91,M,1950
28.0,0.00181,93341.0,169.0,93257.0,4574251.0,49.01,M,1950
29.0,0.00188,93173.0,175.0,93085.0,4480994.0,48.09,M,1950
30.0,0.00189,92998.0,176.0,92910.0,4387909.0,47.18,M,1950
31.0,0.00185,92822.0,172.0,92736.0,4294999.0,46.27,M,1950
32.0,0.00186,92650.0,173.0,92564.0,4202263.0,45.36,M,1950
33.0,0.00187,92477.0,173.0,92391.0,4109700.0,44.44,M,1950
34.0,0.00197,92304.0,182.0,92213.0,4017309.0,43.52,M,1950
35.0,0.00214,92122.0,197.0,92024.0,3925096.0,42.61,M,1950
36.0,0.00238,91925.0,219.0,91816.0,3833072.0,41.7,M,1950
37.0,0.00262,91706.0,241.0,91586.0,3741256.0,40.8,M,1950
38.0,0.00282,91466.0,258.0,91337.0,3649670.0,39.9,M,1950
39.0,0.00298,91208.0,272.0,91072.0,3558333.0,39.01,M,1950
40.0,0.00309,90936.0,281.0,90796.0,3467261.0,38.13,M,1950
41.0,0.00323,90655.0,292.0,90509.0,3376466.0,37.25,M,1950
42.0,0.00359,90362.0,324.0,90200.0,3285957.0,36.36,M,1950
43.0,0.0039,90039.0,351.0,89863.0,3195757.0,35.49,M,1950
44.0,0.00414,89687.0,371.0,89502.0,3105894.0,34.63,M,1950
45.0,0.00436,89316.0,390.0,89121.0,3016392.0,33.77,M,1950
